::1 - - [04/Feb/2019:16:54:37 +0000] "GET / HTTP/1.1" 200 16 "-" "PostmanRuntime/7.4.0"
::1 - - [04/Feb/2019:18:08:22 +0000] "POST /students HTTP/1.1" 200 16 "-" "PostmanRuntime/7.4.0"
::1 - - [04/Feb/2019:18:08:36 +0000] "GET /students HTTP/1.1" 200 574 "-" "PostmanRuntime/7.4.0"
::1 - - [04/Feb/2019:18:17:17 +0000] "POST /students HTTP/1.1" 200 16 "-" "PostmanRuntime/7.4.0"
::1 - - [04/Feb/2019:18:17:19 +0000] "POST /students HTTP/1.1" 200 16 "-" "PostmanRuntime/7.4.0"
::1 - - [04/Feb/2019:18:17:22 +0000] "POST /students HTTP/1.1" 200 16 "-" "PostmanRuntime/7.4.0"
::1 - - [04/Feb/2019:18:17:26 +0000] "GET /students HTTP/1.1" 200 561 "-" "PostmanRuntime/7.4.0"
::1 - - [04/Feb/2019:18:50:16 +0000] "GET /students/5c5881add196986abb26959d HTTP/1.1" 200 191 "-" "PostmanRuntime/7.4.0"
::1 - - [04/Feb/2019:18:50:42 +0000] "GET /students HTTP/1.1" 200 561 "-" "PostmanRuntime/7.4.0"
::1 - - [04/Feb/2019:19:09:06 +0000] "POST /students HTTP/1.1" 200 16 "-" "PostmanRuntime/7.4.0"
::1 - - [04/Feb/2019:19:09:23 +0000] "POST /students HTTP/1.1" 200 16 "-" "PostmanRuntime/7.4.0"
::1 - - [04/Feb/2019:19:09:27 +0000] "POST /students HTTP/1.1" 200 16 "-" "PostmanRuntime/7.4.0"
::1 - - [04/Feb/2019:19:09:32 +0000] "GET /students HTTP/1.1" 200 561 "-" "PostmanRuntime/7.4.0"
::1 - - [04/Feb/2019:19:23:00 +0000] "POST /students HTTP/1.1" 200 16 "-" "PostmanRuntime/7.4.0"
::1 - - [04/Feb/2019:19:23:04 +0000] "POST /students HTTP/1.1" 200 16 "-" "PostmanRuntime/7.4.0"
::1 - - [04/Feb/2019:19:23:07 +0000] "POST /students HTTP/1.1" 200 16 "-" "PostmanRuntime/7.4.0"
::1 - - [04/Feb/2019:19:23:10 +0000] "GET /students HTTP/1.1" 200 561 "-" "PostmanRuntime/7.4.0"
::1 - - [04/Feb/2019:19:23:16 +0000] "GET /students/5c5891148d46b5778d160ab4 HTTP/1.1" 200 191 "-" "PostmanRuntime/7.4.0"
::1 - - [04/Feb/2019:19:24:09 +0000] "GET /students/unpublished HTTP/1.1" 500 115 "-" "PostmanRuntime/7.4.0"
::1 - - [04/Feb/2019:19:26:08 +0000] "POST /students HTTP/1.1" 500 114 "-" "PostmanRuntime/7.4.0"
::1 - - [04/Feb/2019:19:26:46 +0000] "POST /students HTTP/1.1" 200 16 "-" "PostmanRuntime/7.4.0"
::1 - - [04/Feb/2019:19:26:57 +0000] "GET /students/published HTTP/1.1" 500 113 "-" "PostmanRuntime/7.4.0"
::1 - - [04/Feb/2019:19:49:34 +0000] "GET /students/ HTTP/1.1" 200 208 "-" "PostmanRuntime/7.4.0"
::1 - - [04/Feb/2019:19:50:28 +0000] "GET /students/?published=false HTTP/1.1" 200 578 "-" "PostmanRuntime/7.4.0"
::1 - - [04/Feb/2019:19:51:01 +0000] "GET /students/?published=true HTTP/1.1" 200 578 "-" "PostmanRuntime/7.4.0"
::1 - - [04/Feb/2019:19:51:22 +0000] "GET /students/ HTTP/1.1" 200 208 "-" "PostmanRuntime/7.4.0"
::1 - - [04/Feb/2019:19:55:53 +0000] "GET /students/ HTTP/1.1" 200 578 "-" "PostmanRuntime/7.4.0"
::1 - - [04/Feb/2019:19:56:14 +0000] "GET /students/?published=false HTTP/1.1" 200 2 "-" "PostmanRuntime/7.4.0"
::1 - - [04/Feb/2019:19:56:26 +0000] "GET /students/?published=ture HTTP/1.1" 500 113 "-" "PostmanRuntime/7.4.0"
::1 - - [04/Feb/2019:19:56:30 +0000] "GET /students/?published=true HTTP/1.1" 200 208 "-" "PostmanRuntime/7.4.0"
::1 - - [04/Feb/2019:19:56:57 +0000] "GET /students/?published=ture HTTP/1.1" 500 113 "-" "PostmanRuntime/7.4.0"
::1 - - [04/Feb/2019:19:57:36 +0000] "GET /students/?published=true HTTP/1.1" 200 208 "-" "PostmanRuntime/7.4.0"
::1 - - [05/Feb/2019:00:28:00 +0000] "POST /students HTTP/1.1" 200 16 "-" "PostmanRuntime/7.4.0"
::1 - - [05/Feb/2019:00:28:04 +0000] "POST /students HTTP/1.1" 200 16 "-" "PostmanRuntime/7.4.0"
::1 - - [05/Feb/2019:00:28:07 +0000] "POST /students HTTP/1.1" 200 16 "-" "PostmanRuntime/7.4.0"
::1 - - [05/Feb/2019:00:28:16 +0000] "GET /students/?published=true HTTP/1.1" 200 2 "-" "PostmanRuntime/7.4.0"
::1 - - [05/Feb/2019:00:28:24 +0000] "GET /students/ HTTP/1.1" 200 537 "-" "PostmanRuntime/7.4.0"
::1 - - [05/Feb/2019:00:33:29 +0000] "POST /students HTTP/1.1" 200 16 "-" "PostmanRuntime/7.4.0"
::1 - - [05/Feb/2019:00:33:32 +0000] "POST /students HTTP/1.1" 200 16 "-" "PostmanRuntime/7.4.0"
::1 - - [05/Feb/2019:00:33:34 +0000] "POST /students HTTP/1.1" 200 16 "-" "PostmanRuntime/7.4.0"
::1 - - [05/Feb/2019:00:33:38 +0000] "GET /students/ HTTP/1.1" 200 543 "-" "PostmanRuntime/7.4.0"
::1 - - [05/Feb/2019:02:04:15 +0000] "GET /students/5c58d9d984d3262b09576d69 HTTP/1.1" 200 185 "-" "PostmanRuntime/7.4.0"
::1 - - [05/Feb/2019:02:07:34 +0000] "GET /students/ HTTP/1.1" 200 543 "-" "PostmanRuntime/7.4.0"
::1 - - [05/Feb/2019:02:21:48 +0000] "GET /questions HTTP/1.1" 200 543 "-" "PostmanRuntime/7.4.0"
::1 - - [05/Feb/2019:02:24:18 +0000] "GET /questions HTTP/1.1" 200 2 "-" "PostmanRuntime/7.4.0"
::1 - - [05/Feb/2019:02:29:07 +0000] "POST /questions HTTP/1.1" 200 16 "-" "PostmanRuntime/7.4.0"
::1 - - [05/Feb/2019:02:29:18 +0000] "POST /questions HTTP/1.1" 200 16 "-" "PostmanRuntime/7.4.0"
::1 - - [05/Feb/2019:02:58:44 +0000] "POST /users HTTP/1.1" 200 16 "-" "PostmanRuntime/7.4.0"
::1 - - [05/Feb/2019:02:59:25 +0000] "POST /users HTTP/1.1" 200 16 "-" "PostmanRuntime/7.4.0"
::1 - - [05/Feb/2019:02:59:42 +0000] "POST /users HTTP/1.1" 200 16 "-" "PostmanRuntime/7.4.0"
::1 - - [05/Feb/2019:03:05:32 +0000] "GET /users HTTP/1.1" 200 663 "-" "PostmanRuntime/7.4.0"
::1 - - [05/Feb/2019:03:06:02 +0000] "GET /users?admin=true HTTP/1.1" 200 215 "-" "PostmanRuntime/7.4.0"
::1 - - [05/Feb/2019:03:06:17 +0000] "GET /users?admin=false HTTP/1.1" 200 449 "-" "PostmanRuntime/7.4.0"
::1 - - [05/Feb/2019:03:06:49 +0000] "GET /users HTTP/1.1" 200 663 "-" "PostmanRuntime/7.4.0"
::1 - - [05/Feb/2019:17:15:23 +0000] "POST /users/auth HTTP/1.1" 200 377 "http://localhost:4200/signin" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
::1 - - [05/Feb/2019:17:18:28 +0000] "POST /users/auth HTTP/1.1" 200 377 "http://localhost:4200/signin" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
::1 - - [05/Feb/2019:17:22:00 +0000] "POST /users/auth HTTP/1.1" 200 377 "http://localhost:4200/signin" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
::1 - - [05/Feb/2019:17:25:59 +0000] "POST /users/auth HTTP/1.1" 200 376 "http://localhost:4200/signin" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
::1 - - [05/Feb/2019:17:26:37 +0000] "POST /users/auth HTTP/1.1" 200 374 "http://localhost:4200/signin" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
::1 - - [05/Feb/2019:17:27:47 +0000] "POST /users/auth HTTP/1.1" 200 374 "http://localhost:4200/signin" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
::1 - - [05/Feb/2019:17:30:39 +0000] "POST /users/auth HTTP/1.1" 200 495 "http://localhost:4200/signin" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
::1 - - [05/Feb/2019:17:32:11 +0000] "POST /users/auth HTTP/1.1" 200 495 "http://localhost:4200/signin" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
::1 - - [05/Feb/2019:17:33:20 +0000] "POST /users/auth HTTP/1.1" 200 495 "http://localhost:4200/signin" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
::1 - - [05/Feb/2019:17:34:44 +0000] "POST /users/auth HTTP/1.1" 200 495 "http://localhost:4200/signin" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
::1 - - [05/Feb/2019:17:35:29 +0000] "POST /users/auth HTTP/1.1" 200 495 "http://localhost:4200/signin" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
::1 - - [05/Feb/2019:17:46:41 +0000] "POST /users/auth HTTP/1.1" 200 495 "http://localhost:4200/signin" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
::1 - - [05/Feb/2019:17:47:35 +0000] "POST /users/auth HTTP/1.1" 200 495 "http://localhost:4200/signin" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
::1 - - [05/Feb/2019:17:50:15 +0000] "POST /users/auth HTTP/1.1" 200 495 "http://localhost:4200/signin" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
::1 - - [05/Feb/2019:17:50:43 +0000] "POST /users/auth HTTP/1.1" 200 495 "http://localhost:4200/signin" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
::1 - - [05/Feb/2019:17:51:18 +0000] "POST /users/auth HTTP/1.1" 200 40 "http://localhost:4200/signin" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
::1 - - [05/Feb/2019:17:51:46 +0000] "POST /users/auth HTTP/1.1" 200 495 "http://localhost:4200/signin" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
::1 - - [05/Feb/2019:17:52:02 +0000] "POST /users/auth HTTP/1.1" 200 495 "http://localhost:4200/signin" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
::1 - - [05/Feb/2019:17:52:18 +0000] "POST /users/auth HTTP/1.1" 200 40 "http://localhost:4200/signin" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
::1 - - [05/Feb/2019:17:52:18 +0000] "POST /users/auth HTTP/1.1" 200 40 "http://localhost:4200/signin" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
::1 - - [05/Feb/2019:17:53:37 +0000] "POST /users/auth HTTP/1.1" 200 522 "http://localhost:4200/signin" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
::1 - - [05/Feb/2019:18:18:55 +0000] "GET /students?invited=true HTTP/1.1" 200 543 "http://localhost:4200/staff" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
::1 - - [05/Feb/2019:18:19:23 +0000] "GET /students?invited=true HTTP/1.1" 304 - "http://localhost:4200/staff" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
::1 - - [05/Feb/2019:18:19:59 +0000] "GET /students?invited=true HTTP/1.1" 304 - "http://localhost:4200/staff" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
::1 - - [05/Feb/2019:18:24:09 +0000] "GET /students?invited=true HTTP/1.1" 304 - "http://localhost:4200/staff" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
::1 - - [05/Feb/2019:18:27:17 +0000] "GET /students?invited=true HTTP/1.1" 304 - "http://localhost:4200/staff" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
::1 - - [05/Feb/2019:18:29:53 +0000] "GET /students?invited=true HTTP/1.1" 304 - "http://localhost:4200/staff" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
::1 - - [05/Feb/2019:18:30:05 +0000] "GET /students?invited=true HTTP/1.1" 304 - "http://localhost:4200/staff" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
::1 - - [05/Feb/2019:18:30:20 +0000] "GET /students?invited=true HTTP/1.1" 304 - "http://localhost:4200/staff" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
::1 - - [05/Feb/2019:18:32:07 +0000] "GET /students?invited=true HTTP/1.1" 304 - "http://localhost:4200/staff" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
::1 - - [05/Feb/2019:18:33:59 +0000] "GET /students?invited=true HTTP/1.1" 304 - "http://localhost:4200/staff" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
::1 - - [05/Feb/2019:18:37:15 +0000] "GET /students?invited=true HTTP/1.1" 304 - "http://localhost:4200/staff" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
::1 - - [05/Feb/2019:18:39:02 +0000] "GET /students?invited=true HTTP/1.1" 304 - "http://localhost:4200/staff" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
::1 - - [05/Feb/2019:18:39:34 +0000] "GET /students?invited=true HTTP/1.1" 304 - "http://localhost:4200/staff" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
::1 - - [05/Feb/2019:18:40:50 +0000] "GET /students?invited=true HTTP/1.1" 304 - "http://localhost:4200/staff" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
::1 - - [05/Feb/2019:18:41:35 +0000] "GET /students?invited=true HTTP/1.1" 304 - "http://localhost:4200/staff" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
::1 - - [05/Feb/2019:18:43:00 +0000] "GET /students?invited=true HTTP/1.1" 304 - "http://localhost:4200/staff" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
::1 - - [05/Feb/2019:18:43:38 +0000] "GET /students?invited=true HTTP/1.1" 304 - "http://localhost:4200/staff" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
::1 - - [05/Feb/2019:18:49:55 +0000] "GET /students?invited=true HTTP/1.1" 304 - "http://localhost:4200/staff" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
::1 - - [05/Feb/2019:18:51:05 +0000] "GET /students?invited=true HTTP/1.1" 304 - "http://localhost:4200/staff" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
::1 - - [05/Feb/2019:18:52:19 +0000] "GET /students?invited=true HTTP/1.1" 304 - "http://localhost:4200/staff" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
::1 - - [05/Feb/2019:18:55:06 +0000] "GET /students?invited=true HTTP/1.1" 304 - "http://localhost:4200/staff" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
::1 - - [05/Feb/2019:18:56:50 +0000] "GET /students?invited=true HTTP/1.1" 304 - "http://localhost:4200/staff" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
::1 - - [05/Feb/2019:18:59:34 +0000] "GET /students?invited=true HTTP/1.1" 304 - "http://localhost:4200/staff" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
::1 - - [05/Feb/2019:19:03:36 +0000] "GET /students?invited=true HTTP/1.1" 304 - "http://localhost:4200/staff" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
::1 - - [05/Feb/2019:19:06:07 +0000] "GET /students?invited=true HTTP/1.1" 304 - "http://localhost:4200/staff" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
::1 - - [05/Feb/2019:19:06:30 +0000] "GET /students?invited=true HTTP/1.1" 304 - "http://localhost:4200/staff" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
::1 - - [05/Feb/2019:19:06:59 +0000] "GET /students?invited=true HTTP/1.1" 304 - "http://localhost:4200/staff" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
::1 - - [05/Feb/2019:19:07:28 +0000] "GET /students?invited=true HTTP/1.1" 304 - "http://localhost:4200/staff" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
::1 - - [05/Feb/2019:19:08:35 +0000] "GET /students?invited=true HTTP/1.1" 304 - "http://localhost:4200/staff" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
::1 - - [05/Feb/2019:19:09:42 +0000] "GET /students?invited=true HTTP/1.1" 304 - "http://localhost:4200/staff" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
::1 - - [05/Feb/2019:19:10:30 +0000] "GET /students?invited=true HTTP/1.1" 304 - "http://localhost:4200/staff" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
::1 - - [05/Feb/2019:19:11:05 +0000] "GET /students?invited=true HTTP/1.1" 304 - "http://localhost:4200/staff" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
::1 - - [05/Feb/2019:19:11:33 +0000] "GET /students?invited=true HTTP/1.1" 304 - "http://localhost:4200/staff" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
::1 - - [05/Feb/2019:19:12:11 +0000] "GET /students?invited=true HTTP/1.1" 304 - "http://localhost:4200/staff" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
::1 - - [05/Feb/2019:19:12:43 +0000] "POST /users/auth HTTP/1.1" 200 522 "http://localhost:4200/signin" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
::1 - - [05/Feb/2019:19:12:43 +0000] "GET /students?invited=true HTTP/1.1" 304 - "http://localhost:4200/staff" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
::1 - - [05/Feb/2019:19:12:45 +0000] "GET /students?invited=false HTTP/1.1" 200 543 "http://localhost:4200/staff/students" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
::1 - - [05/Feb/2019:19:14:21 +0000] "GET /students?invited=true HTTP/1.1" 304 - "http://localhost:4200/staff/students" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
::1 - - [05/Feb/2019:19:14:22 +0000] "GET /students?invited=false HTTP/1.1" 304 - "http://localhost:4200/staff/students" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
::1 - - [05/Feb/2019:19:16:05 +0000] "POST /users/auth HTTP/1.1" 200 522 "http://localhost:4200/signin" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
::1 - - [05/Feb/2019:19:16:05 +0000] "GET /students?invited=true HTTP/1.1" 304 - "http://localhost:4200/staff" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
::1 - - [05/Feb/2019:19:16:07 +0000] "GET /students?invited=false HTTP/1.1" 304 - "http://localhost:4200/staff/students" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
::1 - - [05/Feb/2019:19:16:54 +0000] "GET /students?invited=true HTTP/1.1" 304 - "http://localhost:4200/staff/students" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
